met_pt_resolution,met_x_resolution,met_y_resolution,mean_response,phi_resolution,response_50_100,response_100_200,response_200_300,response_300_400,response_400_inf,auc
44.32536704871333,38.30397,38.38006,0.884104130452036,1.1662919958406173,0.8601461573325978,0.8033768377499951,0.8746736260929411,0.8844469395339922,0.9978770915506536,0.9741473175854104
